dataSource,dateOfReport,reportNo,pageRef,actionPlan,actionPlanName,actionPlanProgram,implementingAgency,agencyName,programName,programAcronym,programName2,assistanceType,asOfDate,targetBudget,expendedAmount,beneficiaryTargetTotal,beneficiaryTotal,beneficaryCategoryOrig,beneficiaryTypeOrig,region,province,cityMunicipality,dswd,lgu,ngos,others,grandTotal,notes,notes2,index,accounting,agency,agencyCode,aidCategory,aidCategoryCode,aidType,assistanceType,agencyAllocated,value,shareOfTotalBudget,date,beneficiaryTargetValue,beneficiaryValue,beneficiaryCategory,popOfBeneficiaryCategory,beneficiaryType,shareOfPop,link,infoText,saroAllotment
Report to the Joint Congressional Oversight Committee,4/13/20,," 4,5 ",1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DOLE,Department of Labor and Employment,Tulong Panghanapbuhay sa Ating Disadvantage/Displaced Workers,TUPAD,TUPAD-Barangay Ko Project,wage subsidy,4/9/20,,206000000,235949,118086,workers,informal workers,,,,,,,,,adjusted number of targets,,47,expenditure,DOLE,DOLE,labor,labor,wage subsidy,Tulong Panghanapbuhay sa Ating Displaced Workers,,151126000,0.0931,4/13/20,0,118086,workers,,informal workers,,people-carry,A provision of 10- to 30-day employment in the community for displaced or seasonal workers in the informal sector.,0
Report to the Joint Congressional Oversight Committee,4/20/20,,2,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DOLE,Department of Labor and Employment,Tulong Panghanapbuhay sa Ating Disadvantage/Displaced Workers,TUPAD,,wage subsidy,4/16/20,966500000,410700000,235949,178549,workers,informal workers,,,,,,,,,,,48,expenditure,DOLE,DOLE,labor,labor,wage subsidy,Tulong Panghanapbuhay sa Ating Displaced Workers,0,204700000,0.126,4/20/20,0,60463,workers,,informal workers,,people-carry,A provision of 10- to 30-day employment in the community for displaced or seasonal workers in the informal sector.,0
Report to the Joint Congressional Oversight Committee,4/27/20,,2,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DOLE,Department of Labor and Employment,Tulong Panghanapbuhay sa Ating Disadvantage/Displaced Workers,TUPAD,,wage subsidy,4/23/20,966500000,575200000,235949,220320,workers,informal workers,,,,,,,,,,,49,expenditure,DOLE,DOLE,labor,labor,wage subsidy,Tulong Panghanapbuhay sa Ating Displaced Workers,0,164500000,0.1013,4/27/20,0,41771,workers,,informal workers,,people-carry,A provision of 10- to 30-day employment in the community for displaced or seasonal workers in the informal sector.,0
Report to the Joint Congressional Oversight Committee,5/4/20,,2,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DOLE,Department of Labor and Employment,Tulong Panghanapbuhay sa Ating Disadvantage/Displaced Workers,TUPAD,,wage subsidy,,1460000000,993100000,279028,254071,workers,informal workers,,,,,,,,,adjusted number of targets,,50,expenditure,DOLE,DOLE,labor,labor,wage subsidy,Tulong Panghanapbuhay sa Ating Displaced Workers,0,417900000,0.2573,5/4/20,0,33751,workers,,informal workers,,people-carry,A provision of 10- to 30-day employment in the community for displaced or seasonal workers in the informal sector.,0
Report to the Joint Congressional Oversight Committee,5/11/20,,2,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DOLE,Department of Labor and Employment,Tulong Panghanapbuhay sa Ating Disadvantage/Displaced Workers,TUPAD,,wage subsidy,,1460000000,1135000000,279028,299156,workers,informal workers,,,,,,,,,adjusted number of targets,,51,expenditure,DOLE,DOLE,labor,labor,wage subsidy,Tulong Panghanapbuhay sa Ating Displaced Workers,0,141900000,0.0874,5/11/20,0,45085,workers,,informal workers,,people-carry,A provision of 10- to 30-day employment in the community for displaced or seasonal workers in the informal sector.,0
Report to the Joint Congressional Oversight Committee,5/18/20,,2,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DOLE,Department of Labor and Employment,Tulong Panghanapbuhay sa Ating Disadvantage/Displaced Workers,TUPAD,,wage subsidy,,1264000000,1179000000,337198,309414,workers,informal workers,,,,,,,,,adjusted number of targets,,52,expenditure,DOLE,DOLE,labor,labor,wage subsidy,Tulong Panghanapbuhay sa Ating Displaced Workers,1264000000,44000000,0.0271,5/18/20,337198,10258,workers,,informal workers,,people-carry,A provision of 10- to 30-day employment in the community for displaced or seasonal workers in the informal sector.,0
Report to the Joint Congressional Oversight Committee,5/25/20,,2,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DOLE,Department of Labor and Employment,Tulong Panghanapbuhay sa Ating Disadvantage/Displaced Workers,TUPAD,,wage subsidy,,1264000000,1213000000,337198,337198,workers,informal workers,,,,,,,,,,,53,expenditure,DOLE,DOLE,labor,labor,wage subsidy,Tulong Panghanapbuhay sa Ating Displaced Workers,0,34000000,0.0209,5/25/20,0,27784,workers,,informal workers,,people-carry,A provision of 10- to 30-day employment in the community for displaced or seasonal workers in the informal sector.,0
Report to the Joint Congressional Oversight Committee,4/13/20,,4,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DA,Department of Agriculture,Financial Subsidy for Rice Farmers,FSRF,,cash assistance,4/8/20,,92475000,591246,18495,workers,rice farmers,,,,,,,,,expended amount computed based on number of served beneficiaries,,54,expenditure,DA,DA,agriculture,agriculture,cash,Financial Subsidy for Rice Farmers,0,92475000,0.0569,4/13/20,591246,18495,agri workers,,rice farmers,,people-carry,"Cash subsidy of ₱5,000 to farmers who plant one hectare or less and are not covered by another rice program.",0
Report to the Joint Congressional Oversight Committee,4/20/20,,2,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DA,Department of Agriculture,Financial Subsidy for Rice Farmers,FSRF,,cash assistance,4/14/20,3000000000,260215000,591246,52043,workers,rice farmers,,,,,,,,,expended amount computed based on number of served beneficiaries,,55,expenditure,DA,DA,agriculture,agriculture,cash,Financial Subsidy for Rice Farmers,0,167740000,0.1033,4/20/20,0,33548,agri workers,,rice farmers,,people-carry,"Cash subsidy of ₱5,000 to farmers who plant one hectare or less and are not covered by another rice program.",0
Report to the Joint Congressional Oversight Committee,4/27/20,,2,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DA,Department of Agriculture,Financial Subsidy for Rice Farmers,FSRF,,cash assistance,4/22/20,3000000000,269405000,591246,53881,workers,rice farmers,,,,,,,,,expended amount computed based on number of served beneficiaries,,56,expenditure,DA,DA,agriculture,agriculture,cash,Financial Subsidy for Rice Farmers,0,9190000,0.0057,4/27/20,0,1838,agri workers,,rice farmers,,people-carry,"Cash subsidy of ₱5,000 to farmers who plant one hectare or less and are not covered by another rice program.",0
Report to the Joint Congressional Oversight Committee,5/4/20,,2,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DA,Department of Agriculture,Financial Subsidy for Rice Farmers,FSRF,,cash assistance,4/28/20,3000000000,1331420000,591246,266284,workers,rice farmers,,,,,,,,,expended amount computed based on number of served beneficiaries,,57,expenditure,DA,DA,agriculture,agriculture,cash,Financial Subsidy for Rice Farmers,0,1062015000,0.654,5/4/20,0,212403,agri workers,,rice farmers,,people-carry,"Cash subsidy of ₱5,000 to farmers who plant one hectare or less and are not covered by another rice program.",0
Report to the Joint Congressional Oversight Committee,6/8/20,,2,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DA,Department of Agriculture,Financial Subsidy for Rice Farmers,FSRF,,cash assistance,6/1/20,3000000000,1734955000,591246,346991,workers,rice farmers,,,,,,,,,actual number of beneficiaries who received assistance based on note 11,,58,expenditure,DA,DA,agriculture,agriculture,cash,Financial Subsidy for Rice Farmers,0,403535000,0.2485,6/8/20,0,80707,agri workers,,rice farmers,,people-carry,"Cash subsidy of ₱5,000 to farmers who plant one hectare or less and are not covered by another rice program.",0
Report to the Joint Congressional Oversight Committee,6/15/20,,2,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DA,Department of Agriculture,Financial Subsidy for Rice Farmers,FSRF,,cash assistance,6/9/20,3000000000,2078690000,591246,415738,workers,rice farmers,,,,,,,,,actual number of beneficiaries who received assistance based on note 10,,59,expenditure,DA,DA,agriculture,agriculture,cash,Financial Subsidy for Rice Farmers,3000000000,343735000,0.2117,6/15/20,0,68747,agri workers,,rice farmers,,people-carry,"Cash subsidy of ₱5,000 to farmers who plant one hectare or less and are not covered by another rice program.",0
Report to the Joint Congressional Oversight Committee,4/13/20,,4,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DA,Department of Agriculture,Rice Farmers Financial Assistance Program,RFFA,,cash assistance,4/8/20,3000000000,1504970000,597404,300994,workers,rice farmers,,,,,,,,,,,60,expenditure,DA,DA,agriculture,agriculture,cash,Rice Farmers Financial Assistance Program,3000000000,1504970000,0.9267,4/13/20,597404,300994,agri workers,,rice farmers,,people-carry,"Cash subsidy of ₱5,000 to farmers who plant one hectare or less and are not covered by another rice program.",0
Report to the Joint Congressional Oversight Committee,4/20/20,,6,1,Providing emergency assistance to all affected sectors,"Assistance to Micro, Small and Medium Enterprises (MSMEs) and Productive Sectors",DA,Department of Agriculture,Expanded SURE Aid and Recovery Project,,,credit,,2950000000,62500000,259,9,businesses,micro and small entrepreneurs in agri and fishery sectors,,,,,,,,,,,61,expenditure,DA,DA,agriculture,agriculture,credit,Expanded SURE Aid and Recovery Project,0,62500000,0.0385,4/20/20,0,9,businesses,8318,micro and small agri and fishery entrepreneurs,0.009497475,business-time,The program provides zero-interest loans to agri-based micro and small enterprises.,0
Report to the Joint Congressional Oversight Committee,4/27/20,,5,1,Providing emergency assistance to all affected sectors,Other Assistance to MSMEs and Productive Sectors,DA,Department of Agriculture,Expanded SURE Aid and Recovery Project,,,credit,4/22/20,1500000000,114500000,150,15,businesses,micro and small entrepreneurs in agri and fishery sectors,,,,,,,,,,,62,expenditure,DA,DA,agriculture,agriculture,credit,Expanded SURE Aid and Recovery Project,1500000000,52000000,0.032,4/27/20,150,15,businesses,8318,micro and small agri and fishery entrepreneurs,0.009497475,business-time,The program provides zero-interest loans to agri-based micro and small enterprises.,0
Report to the Joint Congressional Oversight Committee,5/4/20,,6,1,Providing emergency assistance to all affected sectors,Other Assistance to MSMEs and Productive Sectors,DA,Department of Agriculture,Expanded SURE Aid and Recovery Project,,,credit,4/28/20,1500000000,160500000,150,21,businesses,micro and small entrepreneurs in agri and fishery sectors,,,,,,,,,,,63,expenditure,DA,DA,agriculture,agriculture,credit,Expanded SURE Aid and Recovery Project,0,46000000,0.0283,5/4/20,0,6,businesses,8318,micro and small agri and fishery entrepreneurs,0.009497475,business-time,The program provides zero-interest loans to agri-based micro and small enterprises.,0
Report to the Joint Congressional Oversight Committee,5/18/20,,5,1,Providing emergency assistance to all affected sectors,Other Assistance to MSMEs and Productive Sectors,DA,Department of Agriculture,Expanded SURE Aid and Recovery Project,,,credit,5/12/20,1500000000,193500000,150,26,businesses,micro and small entrepreneurs in agri and fishery sectors,,,,,,,,,,,64,expenditure,DA,DA,agriculture,agriculture,credit,Expanded SURE Aid and Recovery Project,0,33000000,0.0203,5/18/20,0,5,businesses,8318,micro and small agri and fishery entrepreneurs,0.009497475,business-time,The program provides zero-interest loans to agri-based micro and small enterprises.,0
Report to the Joint Congressional Oversight Committee,5/25/20,,5,1,Providing emergency assistance to all affected sectors,"Assistance to Micro, Small and Medium Enterprises (MSMEs) and Productive Sectors",DA,Department of Agriculture,Expanded SURE Aid and Recovery Project,,,credit,5/19/20,1500000000,300000000,150,44,businesses,micro and small entrepreneurs in agri and fishery sectors,,,,,,,,,,,65,expenditure,DA,DA,agriculture,agriculture,credit,Expanded SURE Aid and Recovery Project,0,106500000,0.0656,5/25/20,0,18,businesses,8318,micro and small agri and fishery entrepreneurs,0.009497475,business-time,The program provides zero-interest loans to agri-based micro and small enterprises.,0
Report to the Joint Congressional Oversight Committee,6/8/20,,5,1,Providing emergency assistance to all affected sectors,"Assistance to Micro, Small and Medium Enterprises (MSMEs) and Productive Sectors",DA,Department of Agriculture,Expanded SURE Aid and Recovery Project,,,credit,6/2/20,1500000000,467350000,150,64,businesses,micro and small entrepreneurs in agri and fishery sectors,,,,,,,,,,,66,expenditure,DA,DA,agriculture,agriculture,credit,Expanded SURE Aid and Recovery Project,0,167350000,0.103,6/8/20,0,20,businesses,8318,micro and small agri and fishery entrepreneurs,0.009497475,business-time,The program provides zero-interest loans to agri-based micro and small enterprises.,0
Report to the Joint Congressional Oversight Committee,6/15/20,,4,1,Providing emergency assistance to all affected sectors,"Assistance to Micro, Small and Medium Enterprises (MSMEs) and Productive Sectors",DA,Department of Agriculture,Expanded SURE Aid and Recovery Project,,,credit,6/9/20,1500000000,501350000,150,70,businesses,micro and small entrepreneurs in agri and fishery sectors,,,,,,,,,,,67,expenditure,DA,DA,agriculture,agriculture,credit,Expanded SURE Aid and Recovery Project,0,34000000,0.0209,6/15/20,0,6,businesses,8318,micro and small agri and fishery entrepreneurs,0.009497475,business-time,The program provides zero-interest loans to agri-based micro and small enterprises.,0
